Token	POS-Tag	OOV	Id	Index	Documento
gol	NOUN	0	16	21	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
durante	ADP	0	16	22	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
o	DET	0	16	23	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
jogo	NOUN	0	16	24	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
.	PUNCT	0	16	25	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Os	DET	0	16	26	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
torcedores	NOUN	0	16	27	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
acompanharam	VERB	1	16	28	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
o	DET	0	16	29	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
confronto	NOUN	0	16	30	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
com	ADP	0	16	31	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
grande	ADJ	0	16	32	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
expectativa	NOUN	0	16	33	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
e	CCONJ	0	16	34	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
apoiaram	VERB	0	16	35	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
o	DET	0	16	36	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
time	NOUN	0	16	37	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
durante	ADP	0	16	38	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
os	DET	0	16	39	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
noventa	NUM	1	16	40	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
